identifier_name,filepath,line_number,start_index,end_index
child_with_entity_ref,tdd/transformations/Msg2Xml.py,15,0,21
text,tdd/transformations/Msg2Xml.py,15,22,26
tostring,tdd/transformations/Msg2Xml.py,17,6,14
top,tdd/transformations/Msg2Xml.py,17,15,18
unittest,tdd/transformations/TestMailerProg.py,0,7,15
MailerProg,tdd/transformations/TestMailerProg.py,1,7,17
os,tdd/transformations/TestMailerProg.py,2,7,9
TestMailerProg,tdd/transformations/TestMailerProg.py,4,6,20
unittest,tdd/transformations/TestMailerProg.py,4,21,29
TestCase,tdd/transformations/TestMailerProg.py,4,30,38
setUp,tdd/transformations/TestMailerProg.py,6,8,13
self,tdd/transformations/TestMailerProg.py,6,14,18
super,tdd/transformations/TestMailerProg.py,7,8,13
TestMailerProg,tdd/transformations/TestMailerProg.py,7,14,28
self,tdd/transformations/TestMailerProg.py,7,30,34
setUp,tdd/transformations/TestMailerProg.py,7,36,41
tearDown,tdd/transformations/TestMailerProg.py,9,8,16
self,tdd/transformations/TestMailerProg.py,9,17,21
super,tdd/transformations/TestMailerProg.py,10,8,13
TestMailerProg,tdd/transformations/TestMailerProg.py,10,14,28
self,tdd/transformations/TestMailerProg.py,10,30,34
tearDown,tdd/transformations/TestMailerProg.py,10,36,44
test_find_msg_files,tdd/transformations/TestMailerProg.py,12,8,27
self,tdd/transformations/TestMailerProg.py,12,28,32
fqn,tdd/transformations/TestMailerProg.py,13,8,11
os,tdd/transformations/TestMailerProg.py,13,14,16
path,tdd/transformations/TestMailerProg.py,13,17,21
abspath,tdd/transformations/TestMailerProg.py,13,22,29
__file__,tdd/transformations/TestMailerProg.py,13,30,38
msg_files,tdd/transformations/TestMailerProg.py,14,8,17
MailerProg,tdd/transformations/TestMailerProg.py,14,20,30
find_msg_files,tdd/transformations/TestMailerProg.py,14,31,45
fqn,tdd/transformations/TestMailerProg.py,14,46,49
fqn,tdd/transformations/TestMailerProg.py,14,52,55
rfind,tdd/transformations/TestMailerProg.py,14,56,61
self,tdd/transformations/TestMailerProg.py,15,8,12
assertEqual,tdd/transformations/TestMailerProg.py,15,13,24
len,tdd/transformations/TestMailerProg.py,15,28,31
msg_files,tdd/transformations/TestMailerProg.py,15,32,41
self,tdd/transformations/TestMailerProg.py,16,8,12
assertTrue,tdd/transformations/TestMailerProg.py,16,13,23
msg_files,tdd/transformations/TestMailerProg.py,16,40,49
self,tdd/transformations/TestMailerProg.py,17,8,12
assertTrue,tdd/transformations/TestMailerProg.py,17,13,23
msg_files,tdd/transformations/TestMailerProg.py,17,40,49
self,tdd/transformations/TestMailerProg.py,18,8,12
assertTrue,tdd/transformations/TestMailerProg.py,18,13,23
msg_files,tdd/transformations/TestMailerProg.py,18,40,49
self,tdd/transformations/TestMailerProg.py,19,8,12
assertTrue,tdd/transformations/TestMailerProg.py,19,13,23
msg_files,tdd/transformations/TestMailerProg.py,19,40,49
self,tdd/transformations/TestMailerProg.py,20,8,12
assertTrue,tdd/transformations/TestMailerProg.py,20,13,23
msg_files,tdd/transformations/TestMailerProg.py,20,40,49
test_parse_msg_file,tdd/transformations/TestMailerProg.py,22,8,27
self,tdd/transformations/TestMailerProg.py,22,28,32
fqn,tdd/transformations/TestMailerProg.py,23,8,11
os,tdd/transformations/TestMailerProg.py,23,14,16
path,tdd/transformations/TestMailerProg.py,23,17,21
abspath,tdd/transformations/TestMailerProg.py,23,22,29
__file__,tdd/transformations/TestMailerProg.py,23,30,38
curr_dir,tdd/transformations/TestMailerProg.py,24,8,16
fqn,tdd/transformations/TestMailerProg.py,24,19,22
fqn,tdd/transformations/TestMailerProg.py,24,25,28
rfind,tdd/transformations/TestMailerProg.py,24,29,34
msg,tdd/transformations/TestMailerProg.py,25,8,11
MailerProg,tdd/transformations/TestMailerProg.py,25,14,24
parse_msg_file,tdd/transformations/TestMailerProg.py,25,25,39
os,tdd/transformations/TestMailerProg.py,25,40,42
path,tdd/transformations/TestMailerProg.py,25,43,47
join,tdd/transformations/TestMailerProg.py,25,48,52
curr_dir,tdd/transformations/TestMailerProg.py,25,53,61
self,tdd/transformations/TestMailerProg.py,26,8,12
assertEqual,tdd/transformations/TestMailerProg.py,26,13,24
msg,tdd/transformations/TestMailerProg.py,26,25,28
to,tdd/transformations/TestMailerProg.py,26,29,31
__name__,tdd/transformations/TestMailerProg.py,29,3,11
unittest,tdd/transformations/TestMailerProg.py,30,4,12
main,tdd/transformations/TestMailerProg.py,30,13,17
urllib2,tdd/transformations/VerifyServers.py,0,7,14
servers,tdd/transformations/VerifyServers.py,2,0,7
server,tdd/transformations/VerifyServers.py,4,4,10
servers,tdd/transformations/VerifyServers.py,4,14,21
urllib,tdd/transformations/VerifyServers.py,6,8,14
urlopen,tdd/transformations/VerifyServers.py,6,15,22
server,tdd/transformations/VerifyServers.py,6,23,29
urllib2,tdd/transformations/VerifyServers.py,7,11,18
HTTPError,tdd/transformations/VerifyServers.py,7,19,28
e,tdd/transformations/VerifyServers.py,7,30,31
send_mail,tdd/transformations/VerifyServers.py,8,8,17
e,tdd/transformations/VerifyServers.py,8,18,19
urllib2,tdd/transformations/VerifyServers.py,9,11,18
URLError,tdd/transformations/VerifyServers.py,9,19,27
e,tdd/transformations/VerifyServers.py,9,29,30
send_mail,tdd/transformations/VerifyServers.py,10,8,17
e,tdd/transformations/VerifyServers.py,10,18,19
send_mail,tdd/transformations/VerifyServers.py,12,4,13
e,tdd/transformations/VerifyServers.py,12,14,15
